"filename", "language", "XML", "JSON", "C#", "Batch", "Markdown", "Log", "Shell Script", "YAML", "ShaderLab", "HLSL", "comment", "blank", "total"
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/TestStartModel.cs", "C#", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 13, 70
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Models/TestWindowCache.cs", "C#", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/ChangesPresenterTests.cs", "C#", 0, 0, 303, 0, 0, 0, 0, 0, 0, 0, 9, 30, 342
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/HistoryPresenterTests.cs", "C#", 0, 0, 155, 0, 0, 0, 0, 0, 0, 0, 4, 32, 191
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/MainPresenterTests.cs", "C#", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 26, 129
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/StartPresenterTests.cs", "C#", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 21, 95
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/TestChangesView.cs", "C#", 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 19, 95
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/TestHistoryView.cs", "C#", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 10, 73
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/TestMainView.cs", "C#", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Presenters/TestStartView.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Scenario/AsyncToCoroutine.cs", "C#", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 15, 21, 148
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/Scenario/BasicTests.cs", "C#", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 29, 1, 36
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/ScenarioTestBase.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 47, 3, 57
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/TestConstants.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/home/artem/Documents/GithubProjects/ProjectXClient/LibraryBacj/PackageCache/com.unity.collab-proxy@1.3.9/Tests/Editor/TestHelpers.cs", "C#", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 9, 60
